N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Humidity (%),pH,Rainfall (mm),label,guide
2530,27.67,356,27,80.5,7.5,2153,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2920,22.97,364,28.3,83.2,7.5,2417,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2210,25.95,317,28.3,82.2,7.5,2474,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,28.1,75.5,7.4,2652,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2520,23.57,328,26.3,81.6,7.4,2297,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2110,20.93,328,26.1,82.2,7.5,2770,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,28.4,84.7,7.4,2173,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,27,87.2,7.4,2593,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,28,75.6,7.4,2687,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2530,27.67,356,28.2,84.7,7.5,2033,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,28.2,83.8,7.4,2560,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
1170,22.14,283,27.9,81.5,7.4,2669,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
2110,20.93,328,26.4,86,7.5,2376,ginger,"To plant ginger, mix 25 grams of powdered neem cake with the soil in each pit. Space plants 20-25 cm apart in rows that are 25 cm apart. For irrigated crops, create ridges 40-45 cm apart and plant in shallow pits spaced 22-30 cm apart. Use seed rhizomes weighing 20-30 grams with at least one bud, mixed with well-rotted cattle manure or compost and 10 grams of Trichoderma. Cover the mixture with a thin layer of soil. You will need 600-1000 kg of seed rhizomes per acre, increasing the amount for higher altitudes. In South India, sow from April to May; in North India, slightly later. Water the irrigated crop immediately after sowing. For rain-fed crops, use leaf mulch for protection and add organic matter. You can plant cluster-bean, pigeon-pea, or castor seeds in irrigation channels for shade, with shoots emerging in 10-20 days."
